"","track_name","artist.s._name","released_year","released_month","in_spotify_playlists","listas_spotify_log","bpm","porcentaje_bailable","porcentaje_energia","porcentaje_acustica","porcentaje_instrumental","porcentaje_voz","porcentaje_envivo","modo","valencia","clave_sol"
"644","25k jacket (feat. Lil Baby)","Gunna, Lil Baby",2022,1,620,6.42971947803914,115,90,54,16,0,28,13,"Minor",74,0
"645","When Iï¿½ï¿½ï¿½m Gone (with Katy ","Katy Perry, Alesso",2021,12,3270,8.0925452638913,125,69,89,4,0,3,49,"Major",70,0
"646","Esqueï¿½ï¿½a-Me Se For C","Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2021,10,580,6.36302810354046,122,80,69,28,0,7,13,"Minor",62,0
"647","Miï¿½ï¿½n","Tini, Maria Becerra",2021,4,3406,8.13329386122263,92,85,54,16,0,7,29,"Major",92,0
"648","Sï¿½ï¿½","Anuel Aa, Myke Towers, Jhay Cortez",2021,11,903,6.80572255341699,90,63,75,17,0,8,11,"Minor",75,0
"649","MAMIII","Karol G, Becky G",2022,2,6809,8.82600054548297,94,84,70,9,0,8,14,"Minor",90,0
"650","Still D.R.E.","Dr. Dre, Snoop Dogg",1999,1,33966,10.4331153032647,93,81,78,18,0,24,6,"Major",53,0
"651","Stay Alive (Prod. SUGA of BTS)","Jung Kook",2022,2,590,6.38012253689976,130,51,76,30,0,7,10,"Minor",50,0
"652","Boyfriend","Dove Cameron",2022,2,3766,8.2337687092171,180,35,61,23,0,6,19,"Minor",23,1
"653","The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift",2022,2,1430,7.26542972325395,134,53,31,92,0,3,28,"Major",31,0
"654","The Next Episode","Dr. Dre, Snoop Dogg",1999,1,31762,10.3660258856706,95,92,89,3,0,25,8,"Minor",31,0
"655","Light Switch","Charlie Puth",2022,1,4049,8.30622521603216,184,69,63,11,0,31,9,"Major",91,0
"656","City of Gods","Kanye West, Alicia Keys, Fivio Foreign",2022,2,2096,7.64778604544093,147,47,80,10,0,38,32,"Minor",50,0
"657","Brividi","Mahmood, Blanco",2022,2,1175,7.06902342657826,123,52,60,40,0,3,26,"Major",44,1
"658","Lost","Frank Ocean",2012,1,29499,10.2921116434483,123,91,61,3,0,22,17,"Minor",49,0
"659","In Da Club","50 Cent",2002,1,30427,10.3230856511102,90,90,71,26,0,37,7,"Minor",79,0
"660","she's all i wanna be","Tate McRae",2022,2,2711,7.90507284949867,160,61,64,1,0,4,12,"Minor",65,0
"661","Ginseng Strip 2002","Yung Lean",2013,8,4310,8.36869318309779,115,60,71,8,0,4,48,"Major",37,0
"662","All For Us - from the HBO Original Series Euphoria","Labrinth, Zendaya",2019,8,5342,8.58335539366991,141,37,67,2,0,9,34,"Major",17,0
"663","Notion","The Rare Occasions",2016,8,2393,7.78030308790837,160,31,88,7,0,8,8,"Major",30,0
"664","Formula","Labrinth",2019,10,3444,8.14438886554762,145,57,66,4,6,4,15,"Major",23,0
"665","Mount Everest","Labrinth",2019,6,5443,8.6020856584342,89,46,43,23,8,22,8,"Minor",43,0
"666","Excuses","Intense, AP Dhillon, Gurinder Gill",2020,7,272,5.605802066296,95,84,72,8,0,8,15,"Minor",49,0
"667","Cigarettes","Juice WRLD",2021,12,975,6.88243747099785,160,60,62,3,0,4,38,"Major",47,0
"668","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",2022,1,1034,6.94119005506837,174,67,75,44,0,30,7,"Minor",74,0
"669","California Love - Original Version (Explicit)","Dr. Dre, 2Pac, Roger",1995,12,18773,9.84017494632436,92,77,84,3,0,4,38,"Major",76,1
"670","Forgot About Dre","Eminem, Dr. Dre",1999,1,19067,9.85571437106444,134,93,74,9,0,8,17,"Major",61,0
"671","Down Under (feat. Colin Hay)","Luude, Colin Hay",2021,11,3541,8.1721644521119,172,31,86,1,0,17,28,"Minor",4,0
"672","Mujeriego","Ryan Castro",2021,12,1492,7.30787278076371,80,76,62,6,0,13,8,"Major",92,0
"673","HUMBLE.","Kendrick Lamar",2017,3,33206,10.4104858614677,150,91,60,0,0,12,9,"Minor",42,0
"674","Stan","Eminem, Dido",1999,11,17115,9.74771055096429,80,78,74,4,0,21,45,"Minor",53,0
"675","Contection","GODZZ__-, Zakaria",2020,1,6955,8.84721610435754,166,81,75,14,0,34,29,"Minor",83,0
"676","Swim","Chase Atlantic",2017,10,2742,7.91644286012226,120,67,54,27,0,4,8,"Major",8,0
"677","A Tu Merced","Bad Bunny",2020,2,4214,8.34616759436413,92,86,79,17,0,6,11,"Major",89,0
"678","Numb Little Bug","Em Beihold",2022,1,2026,7.61381868480863,85,74,52,30,0,9,26,"Minor",61,0
"679","212","Mainstreet, Chefin",2022,1,352,5.8636311755981,154,79,52,66,0,7,9,"Minor",86,0
"680","Problemï¿½","Alvaro Diaz, Rauw Alejandro",2021,10,1517,7.32448997934853,92,73,74,28,0,6,14,"Minor",37,0
"681","Bussin","Nicki Minaj, Lil Baby",2022,2,847,6.74170069465205,140,89,70,6,0,5,13,"Major",75,0
"682","Worst Day","Future",2022,2,910,6.8134445995109,89,65,60,11,0,40,10,"Major",60,0
"683","Malvada","Zï¿½ï¿½ Fe",2022,1,601,6.39859493453521,135,89,86,16,0,5,8,"Minor",89,0
"684","Hrs and Hrs","Muni Long",2021,11,1800,7.49554194388426,140,51,53,60,0,18,11,"Minor",66,0
"685","Alien Blues","Vundabar",2015,7,1930,7.56527528189893,82,47,76,8,91,3,9,"Major",44,0
"686","Thinking Out Loud","Ed Sheeran",2014,1,33032,10.4052320675659,79,78,45,47,0,3,18,"Major",58,0
"687","Still Don't Know My Name","Labrinth",2019,10,6332,8.7533714210009,88,31,63,47,27,12,21,"Major",31,0
"688","Christmas Tree","V",2021,12,509,6.23244801655052,139,44,38,70,0,4,12,"Major",18,0
"689","Mal Feito - Ao Vivo","Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2022,1,971,6.87832646829133,124,73,83,55,0,7,90,"Minor",68,0
"690","When I R.I.P.","Labrinth",2019,10,2578,7.85476918349913,80,39,55,73,0,21,9,"Minor",45,0
"691","Do We Have A Problem?","Nicki Minaj, Lil Baby",2022,2,1064,6.96979066990159,120,84,51,47,0,40,12,"Minor",54,0
"692","Forever","Labrinth",2019,10,3618,8.19367666595524,80,56,46,92,72,3,11,"Minor",19,0
"693","Gospel (with Eminem)","Eminem, Dr. Dre",2022,2,1040,6.94697599213542,117,92,86,11,0,24,24,"Major",62,0
"694","Seï¿½ï¿½o","Shawn Mendes, Camila Cabello",2019,6,15010,9.61647192462751,117,76,52,4,0,3,8,"Minor",77,0
"695","NEW MAGIC WAND","Tyler, The Creator",2019,5,4708,8.45701846838017,140,62,73,10,0,11,67,"Minor",46,0
"696","Adore You","Harry Styles",2019,12,13454,9.50703173858555,99,68,77,2,0,5,10,"Major",57,0
"697","La Santa","Daddy Yankee, Bad Bunny",2020,2,4890,8.49494758246892,93,74,87,3,0,5,8,"Major",59,0
"698","Something In The Way - Remastered 2021","Nirvana",1991,9,9514,9.16051967699223,106,44,20,74,42,3,11,"Major",8,0
"699","Sweetest Pie","Dua Lipa, Megan Thee Stallion",2022,3,3501,8.16080392095467,124,81,63,17,0,22,10,"Major",68,1
"700","Bam Bam (feat. Ed Sheeran)","Camila Cabello, Ed Sheeran",2022,3,6111,8.71784570489492,95,76,70,18,0,4,33,"Major",96,0
"701","Una Noche en Medellï¿½","Cris Mj",2022,1,5415,8.59692815943509,96,87,53,10,0,8,5,"Minor",82,0
"702","Envolver","Anitta",2021,11,4673,8.44955654270043,92,81,73,15,0,8,9,"Minor",40,0
"703","Starlight","Dave",2022,3,1856,7.52617891334615,124,95,37,35,0,28,10,"Major",36,1
"704","Hati-Hati di Jalan","Tulus",2022,3,200,5.29831736654804,72,64,44,70,9,4,12,"Major",76,0
"705","I'm Tired - From ""Euphoria"" An Original HBO Series","Labrinth",2022,2,1888,7.54327334670545,71,28,20,19,0,3,30,"Minor",26,0
"706","DANï¿½ï¿½A","Mc Pedrinho, Pedro Sampaio",2022,2,911,6.81454289725996,135,78,57,4,0,8,10,"Minor",55,0
"707","Yo Voy (feat. Daddy Yankee)","Zion & Lennox",2004,5,2954,7.99091546309133,95,81,70,4,0,24,5,"Major",56,0
"708","Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2022,3,461,6.13339804299665,71,59,74,56,0,40,11,"Minor",70,0
"709","Jordan","Ryan Castro",2021,4,2844,7.95296679092313,180,80,68,6,0,37,10,"Minor",71,0
"710","Nail Tech","Jack Harlow",2022,2,2939,7.98582466641892,150,65,58,0,0,9,12,"Minor",11,0
"711","Chale","Eden Muï¿½ï",2022,2,695,6.54391184556479,189,55,44,40,0,4,7,"Major",86,0
"712","DARARI","Treasure",2022,2,328,5.79301360838414,85,72,64,49,0,4,7,"Major",55,0
"713","Ya No Somos Ni Seremos","Christian Nodal",2022,2,866,6.76388490856244,140,59,45,44,0,3,34,"Major",73,1
"714","Thinking with My Dick","Kevin Gates, Juicy J",2013,7,1550,7.34601020991329,81,77,70,6,0,20,17,"Major",68,0
"715","Freaky Deaky","Tyga, Doja Cat",2022,2,1729,7.45529848568329,104,80,65,2,0,4,9,"Minor",24,0
"716","this is what falling in love feels like","JVKE",2021,9,2005,7.60339933974067,129,42,44,62,0,6,8,"Major",33,0
"717","La Zona","Bad Bunny",2020,2,1188,7.08002649992259,94,76,80,20,0,4,25,"Minor",81,0
"718","Bohemian Rhapsody - Remastered 2011","Queen",1975,10,40112,10.5994308203981,71,41,40,27,0,5,30,"Minor",23,0
"719","Hope","XXXTENTACION",2018,3,3659,8.20494516501921,146,59,46,66,0,6,15,"Minor",23,0
"720","Levitating","Dua Lipa",2020,3,9833,9.19349935478016,103,69,88,5,0,8,29,"Minor",90,0
"721","Wake Me Up - Radio Edit","Avicii",2013,1,50887,10.8373627671673,124,53,78,0,0,5,16,"Major",66,0
"722","jealousy, jealousy","Olivia Rodrigo",2021,5,3257,8.08856180527623,164,70,58,24,0,13,7,"Minor",71,0
"723","Monï¿½ï¿½y so","YEAT",2021,9,1473,7.29505641646263,138,69,57,12,0,9,10,"Major",35,0
"724","Demasiadas Mujeres","C. Tangana",2020,10,2226,7.70796153183549,126,67,46,13,0,39,10,"Minor",37,0
"725","Something Just Like This","The Chainsmokers, Coldplay",2017,2,23375,10.0594223541569,103,61,65,3,0,4,17,"Minor",47,0
"726","Closer","The Chainsmokers, Halsey",2016,5,28032,10.2411019937361,95,75,52,41,0,3,11,"Major",64,0
"727","O.O","NMIXX",2022,2,290,5.66988092298052,200,39,77,4,0,29,6,"Minor",28,0
"728","Somebody That I Used To Know","Gotye, Kimbra",2011,1,42798,10.6642466515061,129,86,52,54,0,4,10,"Major",75,0
"729","Tom's Diner","AnnenMayKantereit, Giant Rooks",2019,6,2605,7.86518795418747,98,68,43,38,0,14,36,"Minor",33,0
"730","First Class","Jack Harlow",2022,4,8737,9.07532216029809,107,91,56,3,0,10,11,"Major",32,0
"731","Plan A","Paulo Londra",2022,3,1105,7.00760061395185,174,58,83,5,0,4,7,"Major",56,0
"732","Fuera del mercado","Danny Ocean",2022,2,2499,7.82364593083495,92,45,67,32,0,14,13,"Major",27,0
"733","X ï¿½ï¿½LTIMA","Daddy Yankee, Bad Bunny",2022,3,2697,7.89989532313973,90,81,83,9,0,5,11,"Major",59,1
"734","When You're Gone","Shawn Mendes",2022,3,2092,7.64587582518481,147,60,69,2,0,4,58,"Major",58,0
"735","In My Head","Lil Tjay",2022,4,1185,7.07749805356923,143,68,55,16,0,12,10,"Major",41,0
"736","Wait a Minute!","Willow",2015,1,11985,9.39141114686849,101,76,71,3,0,3,10,"Minor",63,0
"737","LOVE DIVE","IVE",2022,4,753,6.62406522779989,118,70,71,0,0,4,33,"Minor",54,0
"738","Pantysito","Feid, Alejo, Robi",2022,3,2995,8.00469951054955,98,83,74,14,0,6,16,"Minor",63,1
"739","Chance","Paulo Londra",2022,4,225,5.41610040220442,138,72,46,24,0,6,9,"Minor",22,0
"740","Cool for the Summer","Demi Lovato",2015,1,9243,9.13162178726478,114,59,62,1,0,4,8,"Minor",30,0
"741","psychofreak (feat. WILLOW)","Camila Cabello, Willow",2022,4,918,6.82219739062049,180,63,64,34,0,8,9,"Minor",45,1
"742","Angel Baby","Troye Sivan",2021,9,1959,7.58018941794454,145,56,57,1,0,3,13,"Major",41,0
"743","Vampiro","Matuï¿½ï¿½, Wiu, ",2022,1,540,6.29156913955832,115,78,64,1,0,4,7,"Minor",63,0
"744","Si Quieren Frontear","De La Ghetto, Duki, Quevedo",2022,3,859,6.75576892198425,82,79,84,13,0,23,21,"Major",48,0
"745","Right On","Lil Baby",2022,4,1116,7.01750614294126,166,70,61,2,0,34,10,"Major",22,0
"746","Me Arrepentï¿","Ak4:20, Cris Mj, Pailita",2022,3,273,5.60947179518496,92,86,79,29,0,16,60,"Major",91,0
"747","That's Hilarious","Charlie Puth",2022,4,686,6.53087762772588,108,71,44,74,0,6,11,"Major",55,0
"748","Soy El Unico","Yahritza Y Su Esencia",2022,3,226,5.42053499927229,84,71,45,45,0,3,11,"Minor",63,0
"749","RUMBATï¿½","Daddy Yankee",2022,3,1264,7.1420365747068,95,69,91,6,0,4,35,"Minor",90,0
"750","sentaDONA (Remix) s2","Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",2022,3,870,6.76849321164863,135,93,45,25,0,27,13,"Minor",77,0
"751","Falling","Harry Styles",2019,12,7556,8.9300972286214,110,57,27,84,0,3,9,"Major",6,0
"752","Sigue","Ed Sheeran, J Balvin",1996,11,1370,7.22256601882217,88,89,64,5,0,7,19,"Major",59,1
"753","Fim de Semana no Rio","teto",2022,3,315,5.75257263882563,119,87,50,12,0,10,10,"Minor",28,0
"754","MANIAC","Stray Kids",2022,3,651,6.47850964220857,120,58,80,15,0,41,7,"Major",71,0
"755","There's Nothing Holdin' Me Back","Shawn Mendes",2016,9,12382,9.42399908407918,122,86,80,36,0,6,9,"Major",97,0
"756","IDGAF (with blackbear)","Blackbear, BoyWithUke",2022,3,625,6.4377516497364,98,78,75,41,0,8,27,"Major",83,0
"757","Golden","Harry Styles",2019,12,8429,9.03943341999748,140,45,84,21,0,6,13,"Minor",25,0
"758","Get Lucky - Radio Edit","Pharrell Williams, Nile Rodgers, Daft Punk",2013,1,52898,10.8761208099483,116,79,81,4,0,4,10,"Minor",87,0
"759","Ain't Shit","Doja Cat",2021,6,3436,8.14206328310415,124,86,49,51,0,21,35,"Major",62,0
"760","Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",2022,2,918,6.82219739062049,105,91,72,13,0,15,9,"Minor",73,0
"761","Still Life","BIGBANG",2022,4,181,5.19849703126583,118,68,58,44,0,3,6,"Major",24,0
"762","Photograph","Ed Sheeran",2014,6,18778,9.84044125081849,108,61,38,61,0,5,10,"Major",20,0
"763","Love Yourself","Justin Bieber",2015,11,22730,10.0314409168466,100,61,38,84,0,44,28,"Major",53,0
"764","N95","Kendrick Lamar",2022,5,5542,8.62011072542292,140,81,66,38,0,14,12,"Minor",39,0
"765","About Damn Time","Lizzo",2022,4,9021,9.10731047165664,109,84,74,10,0,7,34,"Minor",72,0
"766","Die Hard","Kendrick Lamar, Blxst, Amanda Reifer",2022,5,4627,8.439663988907,101,78,74,36,0,27,17,"Minor",40,0
"767","Despuï¿½ï¿½s de la P","Bad Bunny",2022,5,2229,7.70930833338587,78,56,90,36,0,31,18,"Major",61,0
"768","Un Ratito","Bad Bunny",2022,5,1112,7.01391547481053,93,79,55,31,0,5,12,"Minor",22,0
"769","United In Grief","Kendrick Lamar",2022,5,2575,7.85360481309784,87,52,83,24,0,43,17,"Major",32,0
"770","Father Time (feat. Sampha)","Kendrick Lamar, Sampha",2022,5,3107,8.04141290939305,153,55,78,19,0,35,11,"Minor",50,0
"771","Yo No Soy Celoso","Bad Bunny",2022,5,1179,7.07242190053737,142,87,59,28,0,5,17,"Major",93,0
"772","Rich Spirit","Kendrick Lamar",2022,5,3486,8.15651022607997,96,85,43,39,0,21,12,"Minor",41,0
"773","Cooped Up (with Roddy Ricch)","Post Malone, Roddy Ricch",2022,5,2942,7.98684490116138,125,50,78,4,0,33,11,"Major",39,0
"774","Me Fui de Vacaciones","Bad Bunny",2022,5,1443,7.27447955877387,85,71,65,23,0,5,9,"Major",43,0
"775","Silent Hill","Kendrick Lamar, Kodak Black",2022,5,3028,8.01565761455734,140,92,57,46,0,9,14,"Minor",78,0
"776","La Corriente","Tony Dize, Bad Bunny",2022,5,1796,7.49331724886215,196,66,79,23,0,20,22,"Minor",58,0
"777","Count Me Out","Kendrick Lamar",2022,5,2729,7.91169052070834,134,78,43,69,0,9,14,"Major",51,1
"778","Andrea","Buscabulla, Bad Bunny",2022,5,1195,7.08590146436561,103,80,62,76,0,38,10,"Minor",45,0
"779","Dos Mil 16","Bad Bunny",2022,5,892,6.79346613258001,130,82,67,12,0,5,13,"Major",50,0
"780","We Cry Together","Kendrick Lamar, Taylour Paige",2022,5,1635,7.39939808333135,108,65,69,31,0,36,8,"Major",52,0
"781","Savior","Kendrick Lamar, Sam Dew, Baby Keem",2022,5,2291,7.7367436824535,123,61,71,53,0,46,32,"Major",66,0
"782","Un Coco","Bad Bunny",2022,5,1029,6.93634273583405,152,84,69,21,0,6,18,"Major",74,0
"783","Otro Atardecer","Bad Bunny, The Marï¿½ï",2022,5,1681,7.42714413340862,108,78,60,59,0,4,7,"Major",55,0
"784","Worldwide Steppers","Kendrick Lamar",2022,5,1480,7.29979736675816,72,56,47,76,0,36,8,"Minor",56,0
"785","Aguacero","Bad Bunny",2022,5,829,6.7202201551353,121,86,65,42,0,7,35,"Minor",67,0
"786","Purple Hearts","Kendrick Lamar, Ghostface Killah, Summer Walker",2022,5,2308,7.74413662762799,138,57,82,19,0,29,15,"Minor",71,0
"787","Un Verano Sin Ti","Bad Bunny",2022,5,1004,6.91174730025167,188,50,50,69,0,6,12,"Minor",41,0
"788","ULTRA SOLO","Polima WestCoast, Pailita",2022,2,1367,7.22037383672395,110,80,85,23,0,21,11,"Major",26,0
"789","Ensï¿½ï¿½ï¿½ï¿½ame ","Bad Bunny",2022,5,1112,7.01391547481053,105,81,79,19,0,8,47,"Major",77,0
"790","El Apagï¿½","Bad Bunny",2022,5,1209,7.09754885061479,118,63,70,5,0,31,9,"Major",60,0
"791","Callaita","Bad Bunny, Tainy",2019,5,9539,9.16314393714521,176,61,62,60,0,31,24,"Major",24,0
"792","Dua Lipa","Jack Harlow",2022,5,1992,7.59689443814454,158,83,65,0,10,8,11,"Major",41,0
"793","Agosto","Bad Bunny",2022,5,897,6.7990558620588,115,85,58,9,0,12,49,"Minor",72,0
"794","House Of Memories","Panic! At The Disco",2016,1,2948,7.98888225330923,110,51,82,0,0,3,5,"Minor",48,0
"795","Mr. Morale","Kendrick Lamar, Tanna Leone",2022,5,1860,7.52833176670725,174,73,54,30,0,32,34,"Major",26,0
"796","That That (prod. & feat. SUGA of BTS)","PSY, Suga",2022,4,802,6.68710860786651,130,91,96,3,0,9,3,"Major",91,0
"797","In The Stars","Benson Boone",2022,4,2224,7.70706265537047,78,36,54,34,0,5,14,"Major",30,0
"798","Rich - Interlude","Kendrick Lamar",2022,5,1103,7.0057890192535,104,44,42,88,0,9,9,"Major",74,1
"799","SUPERMODEL","Mï¿½ï¿½ne",2022,5,2265,7.72533003791713,121,64,88,0,0,6,12,"Major",80,1
"800","Stefania (Kalush Orchestra)","KALUSH",2022,3,555,6.31896811374643,105,83,82,14,0,4,12,"Major",32,0
"801","Thousand Miles","The Kid Laroi",2022,4,2050,7.62559507213245,81,38,66,9,0,8,9,"Major",20,1
"802","Crown","Kendrick Lamar",2022,5,1493,7.30854279753919,170,37,24,80,0,4,11,"Minor",14,0
"803","Auntie Diaries","Kendrick Lamar",2022,5,1545,7.34277918933185,78,43,38,76,1,38,48,"Major",60,1
"804","PUFFIN ON ZOOTIEZ","Future",2022,4,2350,7.7621706071382,125,88,66,6,0,31,13,"Major",28,0
"805","Mirror","Kendrick Lamar",2022,5,1929,7.56475701290573,92,66,65,23,0,7,8,"Minor",29,0
"806","Beautiful Girl","Luciano",2022,4,710,6.56526497003536,140,84,42,31,0,9,9,"Minor",61,0
"807","Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2022,4,928,6.8330317327862,96,61,90,25,0,9,10,"Major",32,0
"808","Savior - Interlude","Kendrick Lamar",2022,5,1194,7.08506429395255,118,66,43,84,0,19,19,"Minor",83,0
"809","Pasoori","Shae Gill, Ali Sethi",2022,2,349,5.85507192220243,92,71,60,7,0,4,6,"Minor",67,0
"810","Mother I Sober (feat. Beth Gibbons of Portishead)","Kendrick Lamar, Beth Gibbons",2022,5,1890,7.54433210805369,140,49,37,87,0,35,11,"Minor",50,0
"811","TUS Lï¿½ï¿½GR","Sech, Mora",2022,4,1308,7.17625453201714,174,68,71,18,0,25,11,"Major",45,0
"812","Where Did You Go?","MNEK, Jax Jones",2022,1,4531,8.41869794466714,127,77,78,19,0,4,29,"Major",53,0
"813","I Tried to Tell Y'all","Ugly Dray, Tesla Jnr",2022,5,1657,7.41276401742656,96,71,52,62,0,36,11,"Major",37,0
"814","Honest (feat. Don Toliver)","Justin Bieber, Don Toliver",2022,4,1351,7.2086003379602,150,82,66,13,0,6,11,"Minor",82,0
"815","ZOOM","Jessi",2022,4,608,6.41017488196617,100,87,60,1,0,16,13,"Major",46,0
"816","SloMo","Chanel",2021,12,1211,7.09920174355309,105,73,81,13,0,6,9,"Minor",59,0
"817","FEARLESS","LE SSERAFIM",2022,5,629,6.44413125670044,104,86,62,5,0,14,13,"Major",43,1
"818","10 Things I Hate About You","Leah Kate",2022,3,1301,7.1708884785125,154,54,79,1,0,5,17,"Major",45,0
"819","SPACE MAN","Sam Ryder",2022,2,1329,7.19218205871325,80,47,83,18,0,5,10,"Major",33,0
"820","With you","HA SUNG WOON, Jimin",2022,4,343,5.83773044716594,150,53,43,64,0,3,13,"Major",14,0
"821","Iris","The Goo Goo Dolls",1998,3,13101,9.48044384215367,156,32,72,0,0,4,9,"Minor",49,0
"822","The Heart Part 5","Kendrick Lamar",2022,5,2939,7.98582466641892,98,76,81,18,0,34,6,"Minor",79,0
"823","San Lucas","Kevin Kaarl",2019,11,407,6.00881318544259,92,58,36,86,0,3,9,"Major",27,1
"824","This Love (Taylorï¿½ï¿½ï¿½s Ve","Taylor Swift",2022,5,1492,7.30787278076371,144,47,50,32,0,4,7,"Major",7,0
"825","Good Looking","Suki Waterhouse",2017,10,2264,7.72488843932307,150,37,56,8,0,3,13,"Major",27,0
"826","Flowers","Lauren Spencer Smith",2021,8,801,6.68586094706836,138,70,44,84,0,39,9,"Major",31,0
"827","Yet To Come","BTS",2022,6,829,6.7202201551353,172,56,89,4,0,19,33,"Major",68,0
"828","Run BTS","BTS",2022,6,736,6.60123011872888,77,72,82,2,0,17,4,"Major",70,0
"829","Music For a Sushi Restaurant","Harry Styles",2022,5,4449,8.40043463080604,107,72,72,26,6,4,11,"Major",36,0
"830","Matilda","Harry Styles",2022,5,3218,8.07651532755233,114,51,29,90,0,4,10,"Major",39,0
"831","For Youth","BTS",2022,6,327,5.78996017089725,117,63,51,43,0,4,25,"Major",29,0
"832","Daylight","Harry Styles",2022,5,2775,7.92840602618053,146,69,45,48,0,4,18,"Major",63,0
"833","Vegas (From the Original Motion Picture Soundtrack ELVIS)","Doja Cat",2022,5,4576,8.42858053305963,160,80,60,8,0,26,14,"Minor",74,0
"834","Cash In Cash Out","Pharrell Williams, Tyler, The Creator, 21 Savage",2022,6,2313,7.74630066223144,120,88,56,1,0,6,8,"Major",15,1
"835","Potion (with Dua Lipa & Young Thug)","Calvin Harris, Dua Lipa, Young Thug",2022,5,3983,8.28979058318164,100,82,70,16,0,5,8,"Minor",76,0
"836","Born Singer","BTS",2022,6,279,5.63121178182137,158,60,84,4,0,11,24,"Minor",68,0
"837","Little Freak","Harry Styles",2022,5,2302,7.74153358928183,142,56,54,72,0,4,10,"Major",40,0
"838","La Llevo Al Cielo (Ft. ï¿½ï¿½engo F","Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",2022,5,3559,8.17723488551019,170,80,85,11,0,14,17,"Minor",77,0
"839","True Love","Kanye West, XXXTENTACION",2022,5,2129,7.66340766489348,84,71,86,2,0,25,51,"Minor",39,0
"840","Satellite","Harry Styles",2022,5,3291,8.09894674894334,139,58,46,14,0,3,9,"Major",30,0
"841","Pass The Dutchie","Musical Youth",1982,1,5328,8.58073121222023,151,73,67,20,0,5,32,"Major",88,1
"842","Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2022,6,1401,7.24494154633701,128,82,75,6,0,6,63,"Minor",42,0
"843","Love Of My Life","Harry Styles",2022,5,1933,7.56682847920833,118,56,54,67,0,5,6,"Major",20,1
"844","Grapejuice","Harry Styles",2022,5,1986,7.59387784460512,183,65,72,36,14,3,20,"Major",88,0
"845","So Good","Halsey",2022,6,1057,6.96318998587024,83,63,62,4,0,4,18,"Minor",29,0
"846","Belly Dancer","BYOR, Imanbek",2022,2,5115,8.53993267838573,122,85,80,6,0,14,17,"Major",42,0
"847","Keep Driving","Harry Styles",2022,5,2094,7.64683139143048,165,72,48,32,0,23,18,"Major",90,0
"848","Cinema","Harry Styles",2022,5,2171,7.68294316987829,106,83,64,35,5,4,9,"Minor",90,0
"849","Die Young (feat. 347aidan)","Sleepy hallow, 347aidan",2022,5,896,6.79794041297493,77,81,58,83,0,34,11,"Major",68,0
"850","Only Love Can Hurt Like This","Paloma Faith",2014,1,5148,8.54636356871602,91,57,89,10,0,8,33,"Major",30,0
"851","Hold My Hand","Lady Gaga",2022,5,2528,7.83518375526675,148,51,63,5,0,3,41,"Major",21,1
"852","Daydreaming","Harry Styles",2022,5,1900,7.54960916515453,114,71,81,31,2,3,13,"Minor",90,0
"853","Numb","Marshmello, Khalid",2022,6,3879,8.26333266743997,120,91,77,12,1,5,10,"Minor",63,0
"854","Nos Comemos (feat. Ozuna)","Ozuna, Tiago pzk",2022,6,896,6.79794041297493,92,83,82,10,0,5,9,"Major",56,0
"855","Me and Your Mama","Childish Gambino",2016,11,8775,9.07966204833407,118,56,45,1,3,3,7,"Major",25,0
"856","Crazy What Love Can Do","David Guetta, Ella Henderson, Becky Hill",2022,3,5290,8.57357352485234,123,60,71,3,0,4,16,"Minor",46,0
"857","SLOW DANCING IN THE DARK","Joji",2018,9,10211,9.23122084955554,89,52,48,54,1,3,19,"Major",28,0
"858","Antes de Perderte","Duki",2022,6,584,6.36990098282823,110,81,93,49,0,11,12,"Minor",61,0
"859","Boyfriends","Harry Styles",2022,5,1517,7.32448997934853,118,42,20,94,0,4,11,"Major",32,0
"860","295","Sidhu Moose Wala",2021,5,246,5.50533153593236,90,68,76,21,0,20,11,"Minor",54,0
"861","Tak Ingin Usai","Keisya Levronka",2022,5,220,5.39362754635236,130,49,40,82,0,3,11,"Major",14,0
"862","En El Radio Un Cochinero","Victor Cibrian",2022,5,514,6.24222326545517,154,70,62,47,0,4,10,"Minor",97,0
"863","Master of Puppets (Remastered)","Metallica",1986,3,6080,8.71275997496021,105,54,83,0,44,4,20,"Minor",59,0
"864","BREAK MY SOUL","Beyoncï¿",2022,6,9724,9.18235233543601,115,70,88,4,0,8,26,"Minor",87,0
